	US82800149_251976012849	US82800149_251976012848	US82800149_251976012847	US82800149_251976012843	US82800149_251976012845	US82800149_251976012844	US82800149_251976012850	US82800149_251976012851	US82800149_251976012852	US82800149_251976012853	US82800149_251976012932	US82800149_251976012931	US82800149_251976012930	US82800149_251976012841	US82800149_251976012846	US82800149_251976012929
COL4A4	1.1575	3.9085000000000001	0.45	1.9075	1.1944999999999999	2.3765	-0.8755	0.914	3.546	-0.8465	0.2865	2.644	1.325	1.371	3.5205000000000002	3.4885
COL4A3	-0.247166666666667	1.7084999999999999	1.34716666666667	0.9445	1.6586666666666698	2.90366666666667	-0.5744	1.78216666666667	2.67516666666667	0.669333333333333	1.1	0.093	1.0194	2.99033333333333	2.0024999999999999	-0.3294
COL4A2	0.82325	-0.96025000000000005	-0.1625	-0.144	0.62050000000000005	0.93825	0.191	0.976	2.08075	0.392	0.1055	0.51025	1.39125	1.6245	-0.042500000000000003	-0.0125
COL4A1	1.271125	0.70450000000000002	1.14375	0.671625	0.48112500000000002	1.0156875	2.8854	1.323625	0.81575	1.5085	0.91325	0.39625	1.98535714285714	2.5625625	0.91993749999999996	1.415125
OR8J3	-0.451	0.30099999999999999	-0.101	0.00700000000000001	0.083000000000000004	0.5715	0.19	0.4195	0.094	0.4175	null	0.2665	0.3255	0.3295	-0.59200000000000008	1.036
GRN	-0.96375	-0.092499999999999999	-0.78325	-0.9775	0.54649999999999999	1.05575	-0.87675	-0.71125	-0.5785	-0.359	-1.08375	-1.30775	-1.03375	-0.82975	-1.2927500000000001	0.15675
CHST3	-2.17975	-0.23824999999999999	-0.10775	0.09575	0.37674999999999997	1.3875	-1.86133333333333	-1.609	0.2245	-0.7775	-2.8575	-1.37725	-0.04075	0.53125	0.16450000000000001	-0.14825
CHST2	-1.33475	-2.1815000000000002	-2.02625	-2.0415	-0.63149999999999995	-2.09125	1.35475	-0.91475	-1.21025	-0.94725	-0.588	-1.87175	-1.4925	-0.056	-0.51749999999999996	-1.2785
CHST5	0.3795	-0.21675	-0.6135	-0.1155	0.25750000000000001	0.156	-0.37125	0.4085	0.697	0.21875	-1.52925	-0.832666666666667	-2.27533333333333	0.99775	-0.034500000000000003	-0.49675
CHST4	0.794	-0.1225	-1.25825	-2.295	-2.0172500000000002	-2.55725	-1.18125	-2.364	-1.81525	-1.33775	-2.68733333333333	-0.841666666666667	-1.2865	-2.255	-2.355	-1.1205
CHST7	-1.33916666666667	0.75833333333333297	-0.489333333333333	-1.717	-0.41883333333333289	-0.678333333333333	-1.322	-0.557166666666667	0.548666666666667	-0.280166666666667	-1.2425	-0.496333333333333	-2.745	1.606	1.3541666666666698	-1.94916666666667
CHST6	-0.626	-2.4350000000000001	-2.454	-3.2055	-2.5985	-3.522	-2.5185	-0.394	-2.692	-3.243	-2.397	-1.8585	-1.72	-2.7325	-0.91599999999999993	-2.3895
ITGAX	2.5204	1.1649	1.9874	1.94644444444444	1.8444	3.516	0.5429	2.0887	1.4519	2.883	2.504875	0.5449	0.764375	-1.04111111111111	1.7302999999999999	2.0685
MLNR	-0.213	0.38200000000000001	0.3385	0.9735	0.095000000000000001	-1.2885	0.1155	-0.3405	-1.2645	0.319	0.893	3.483	null	-0.068	0.47849999999999998	-0.0615
HLX	-1.601	-0.49216666666666709	-1.45266666666667	-1.54183333333333	-0.86783333333333301	-1.219	-1.51183333333333	-1.06275	-1.551	-0.5615	-2.1835	-2.5302	-1.7126	-0.493166666666667	-1.5778333333333301	-1.13216666666667
HLCS	-0.88925	-0.41449999999999998	-0.34275	-1.125	-0.099250000000000005	-0.1835	-0.6995	-0.582	-0.0645	-0.31075	-1.87675	-0.16125	-0.44525	-0.18525	0.093000000000000096	-0.92
NOG	-0.666	-1.8359999999999999	-2.0025	-1.693	-1.3525	-1.7535	-0.9685	-0.7055	-1.515	-1.2605	-1.8175	-1.3255	-2.922	-1.136	-1.9059999999999999	-2.682
VSTM3	2.76575	0.73724999999999996	3.37475	0.992	1.25525	2.74275	0.285	2.1305	1.2545	5.64425	1.71825	0.6865	1.12825	-0.228333333333333	3.7030000000000003	-0.132
HIBCH	0.149666666666667	1.6378333333333301	1.25566666666667	0.7685	-0.32250000000000001	0.273	1.473	0.5985	0.0555	1.372	0.0583333333333333	1.57016666666667	1.155	0.741666666666667	0.50600000000000001	1.72333333333333
CAMK1	0.72675	0.26950000000000002	-0.521	1.05575	0.49275000000000002	0.38225	-2.32775	-0.55125	-0.713	0.30925	-0.874333333333333	0.6675	1.038	0.01375	-1.0780000000000001	0.35575
GPR114	0.394166666666667	-0.32666666666666699	0.959333333333333	-0.243833333333333	0.48816666666666708	0.458	0.2755	1.483	0.8465	1.48483333333333	0.14875	-0.7026	-1.5346	-0.422	1.7956666666666699	-0.909666666666667
LOC388969	3.282	0.10125000000000001	-0.49975	1.1905	0.56799999999999995	1.45775	0.23	0.332	0.422	1.793	-3.17133333333333	-1.23	-1.222	1.40575	-1.96225	-2.00125
ITGAM	1.93533333333333	1.712	2.67383333333333	1.87283333333333	1.27433333333333	3.38833333333333	1.32833333333333	3.03966666666667	1.72216666666667	2.88833333333333	2.29983333333333	0.277	1.4955	-0.422166666666667	3.0869999999999997	3.08266666666667
LOC388965	1.5325	1.72725	2.45675	1.32275	0.10199999999999999	-0.01025	0.51925	1.1475	0.40675	1.96225	1.63625	0.942	0.026	1.2105	2.17225	1.10925
HLF	-1.1324	-0.88619999999999999	-0.7658	-1.0898	-0.0316000000000001	-0.5614	-3.66055555555555	-0.5537	-1.7259	-0.1759	-0.252666666666667	-2.0047	-0.789444444444444	-2.4037	-1.0972	-1.42
NOV	1.867375	1.530375	2.593	1.31675	1.238375	2.481	-0.47275	1.628625	0.454	0.523625	1.08625	2.455125	-1.03314285714286	1.7865	4.4030000000000005	2.165375
GPSM1	0.492	-0.051499999999999997	-0.915	-3.099	0.375	-0.6035	-0.625	-1.285	0.3025	-0.1185	-2.471	-0.5355	-3.871	-0.4515	-0.98450000000000004	-0.947
ITGAD	0.96725	0.72724999999999995	2.41675	1.1705	1.6792499999999999	3.382	0.25925	2.62866666666667	0.787	2.696	1.779	-0.5155	1.06533333333333	0.71725	0.73850000000000005	3.014
FAM134B	5.1445	4.3827499999999997	5.85475	5.8335	2.934625	3.544875	-2.16675	4.584875	2.923125	5.800375	4.7475	4.33525	5.18275	3.16625	4.0555000000000003	6.196375
FAM134A	0.766666666666667	0.3715	0.137333333333333	0.4305	0.34000000000000002	0.929166666666667	-0.718833333333333	0.551	1.0035	0.951833333333333	-0.360333333333333	0.590666666666667	0.259166666666667	1.04366666666667	0.41766666666666707	-0.383
ZNF700	-0.346666666666667	-1.4233333333333302	0.00466666666666667	-0.5315	-0.40299999999999997	-0.439666666666667	-0.208833333333333	-0.0625999999999999	-0.176	-0.711	0.110333333333333	-0.9784	-2.3016	-0.45	0.80000000000000004	-0.2635
SMAD9	-1.3	-0.88800000000000001	0.30675	0.7245	0.10300000000000001	0.0595	-1.17675	-0.206	1.319	0.815	-0.5295	0.63475	1.22475	-0.763	0.50875000000000004	-0.03575
TRERF1	-1.238	-1.1763333333333299	-0.567	-2.293	-0.92416666666666702	-1.358	-0.547166666666667	-1.13	-0.876333333333333	-1.39166666666667	-0.995	-1.13883333333333	-2.2305	-1.842	-0.51516666666666711	-1.29216666666667
EEF2K	-0.967625	-1.1795	-0.974375	-1.21275	-0.65125	-1.357625	-1.51775	-0.82325	-1.6015	-0.918125	-1.10633333333333	-1.13216666666667	-0.50875	-1.659625	-0.93862500000000004	-1.007625
SMAD4	1.077625	0.89649999999999996	0.64925	0.817375	-0.144375	0.463375	1.3935	0.070125	-0.67825	0.271	0.733125	0.182	-1.12085714285714	0.954625	-0.26474999999999999	1.766375
LQK1	0.72075	0.31274999999999997	1.295	0.7755	-0.43974999999999997	-0.863	-0.60975	-1.46175	-1.78175	0.029	0.12925	0.61875	-1.6405	-0.67675	-0.32950000000000002	0.4855
SMAD6	-1.881	-1.13975	-2.06325	-1.31975	-1.07125	-1.0725	-0.48475	-2.78625	-1.213	-1.42025	-2.064	-2.634	-1.0375	-1.16575	-1.7945	-1.47175
SMAD7	-0.9865	0.01925	-0.67125	0.41125	-0.083500000000000005	0.52175	-0.259	-0.602	0.665	0.37475	-0.42875	-0.9465	-1.06325	-0.82125	-0.64424999999999999	-0.62375
GOLPH3L	1.488875	0.1915	1.0945	0.631	0.15425	0.527375	1.01025	0.502	-0.11625	1.35375	0.969375	0.577	0.347125	1.121	1.0806249999999999	1.081125
SMAD1	-0.0577999999999999	0.56340000000000001	1.0056	0.5903	0.53069999999999995	0.9034	0.7888	1.1847	1.1438	0.7126	0.9813	0.4456	0.7986	0.4167	0.63	0.9685
AFTPH	1.236375	1.5408124999999999	0.9569375	1.2588125	0.83350000000000002	1.2815	1.2275	1.50425	1.044875	1.5820625	1.066875	1.825875	1.9168125	0.8973125	0.9256875	1.515625
SMAD3	0.3814	-0.092799999999999994	-0.5098	-0.2658	0.16800000000000001	0.1841	1.0248	0.3676	0.6029	-0.7707	0.1801	0.333111111111111	-0.831	0.5713	0.24329999999999999	-0.397
RFK	2.238125	-1.2177500000000001	1.049875	0.799375	-0.56787500000000002	-0.982	-0.229125	0.157625	-1.18225	1.342375	0.530875	0.27325	-0.61025	1.264375	0.53200000000000003	1.3655
AMMECR1L	-0.6178	-0.30909999999999999	-0.8659	-0.9936	-0.65910000000000002	-0.3436	-0.307	-0.8252	-0.651	-0.6288	-1.7423	-0.697777777777778	-0.917142857142857	-0.5337	-0.70930000000000004	-1.5103
KIAA1505	3.29725	2.7549999999999999	4.2	6.3425	2.3919999999999999	3.9925	1.689	6.2305	4.29525	7.098	6.60475	3.62325	6.395	4.49075	2.6465000000000001	6.06175
PSCD2	-1.30925	-0.20000000000000001	-1.9985	0.14625	-0.0060000000000000001	0.42175	-0.195	-1.34175	-1.01375	0.075	-3.58325	-2.11475	-2.55533333333333	1.32375	-1.79575	-1.6915
RAB10	1.01125	-0.50275000000000003	-0.314625	0.092125	-0.29662500000000003	-0.2345	0.69525	0.3155	-0.74125	-0.048625	-0.131125	0.634	0.436125	-0.2905	-0.33825	0.59875
IL1RAPL1	0.698	-0.085500000000000007	-0.866	-0.4435	0.37624999999999997	-0.54925	-0.84825	-0.2075	-0.30925	-2.25775	-0.902333333333333	-0.2995	-0.6575	1.45375	-0.52475000000000005	-0.4125
TMPRSS11B	0.55275	0.3135	-0.1215	-0.2605	0.17574999999999999	-0.51375	0.108	-0.07175	-0.405	-0.08725	0.85	-0.113666666666667	1.129	-0.0923333333333333	0.27300000000000002	-1.4615
IGF2R	-0.9404	-1.5664	-1.5865	-0.8656	0.35580000000000001	0.407	-1.468	-0.7943	-0.1821	-0.6115	-1.8008	-1.2564	-0.6631	-1.0648	-1.1012	-0.8143
TMPRSS11D	-0.0975	0.67599999999999993	-0.5575	0.8005	-0.35649999999999998	-0.105	-1.661	0.154	-0.521	0.8275	0.784	0.928	0.635	-0.046	0.1125	-0.993
TMPRSS11F	-0.511666666666667	-0.94574999999999998	-0.559333333333333	-1.17	-1.24125	-1.63366666666667	-0.38625	-1.222	0.29175	-1.84375	1.23	1.4415	1.56875	-1.5035	-1.1323333333333301	-0.02225
PLRG1	0.01775	-0.49525000000000002	0.132	0.049	-0.44374999999999998	-0.24225	0.30275	0.624	-0.0515	-0.052	-0.21775	0.14375	-0.35475	0.28775	0.034250000000000003	0.37025
SLC36A3	0.424	0.16899999999999998	1.081	0.669	0.2525	-0.263	1.1445	0.327	0.3765	0.6505	1.331	-0.156	0.0145	0.903	0.9335	-2.9435
CKS1B	0.3459	-1.1568000000000001	-0.9048	-0.4849	-0.95550000000000002	-1.6194	-0.00600000000000007	-1.4966	-2.0284	-0.6141	0.3036	-2.08433333333333	-1.9137	-1.7784	-0.86160000000000003	-0.3334
SLC36A1	0.52425	0.45050000000000001	0.40775	0.541666666666667	-0.041250000000000002	-0.2155	0.62175	0.30475	0.04875	0.805666666666667	-1.49025	-0.49575	0.19075	0.5895	0.191	-0.47625
LOC388272	-0.9955	0.42449999999999999	0.058	-0.48475	-1.827	-1.327	-0.597	-1.905	-2.74675	-0.0655	-1.527	-1.58825	-3.04	-1.54875	-0.40749999999999997	0.0995
ST13	-0.273333333333333	-1.0536666666666701	-0.161166666666667	0.625916666666667	-0.22116666666666698	0.35725	1.28383333333333	-0.40075	-1.64216666666667	0.379583333333333	-0.8455	-0.0404545454545454	-0.276583333333333	1.4975	-0.22833333333333303	1.04208333333333
C14orf115	-2.98075	-1.599375	-2.911875	-2.595875	-1.9172499999999999	-3.234875	-2.485	-2.483	-3.06375	-2.95175	-2.34325	-2.335875	-2.43828571428571	-3.028875	-2.911	-2.243875
C14orf112	0.330333333333333	0.46433333333333293	1.05666666666667	0.813	0.040166666666666698	0.153	0.904666666666667	0.282	-0.207166666666667	-0.0855	0.3815	0.233666666666667	0.167166666666667	0.378	0.35349999999999998	0.197833333333333
NSBP1	-1.33525	-1.0009999999999999	-0.3885	-0.06825	-1.264	-0.3105	-0.09	-0.32175	-1.07475	-1.5335	-2.214	-0.5285	0.69225	2.18475	0.67174999999999996	0.79575
HYI	0.079	0.873	0.453	1.1975	0.81700000000000006	1.2455	-1.081	0.1915	1.199	1.325	-0.2125	0.365	0.8955	1.154	-0.00050000000000000001	0.1115
ERICH1	-1.706	0.087874999999999995	-0.5295	-0.474625	-0.22662499999999999	0.190125	-1.019125	-0.82525	0.3955	-0.293125	-0.272	-0.237875	0.42175	-0.360625	0.90137500000000004	-0.11775
ARTN	-0.313833333333333	-0.34333333333333299	-1.4265	-1.66233333333333	0.73433333333333295	-0.925	-0.834166666666667	-0.825666666666667	-0.8725	-0.567333333333333	0.117	-1.506	-1.78666666666667	-0.838	-1.2328333333333299	-0.758833333333333
ART1	0.227	0.11599999999999999	0.213	-2.1505	0.047	-0.3515	-0.5025	-0.134	-0.304	-0.0545	-0.72	1.326	-2.316	-0.7055	-0.11749999999999999	-1.9495
HRH3	0.7474	0.25690000000000002	0.5061	0.5818	0.19789999999999999	0.0637	0.473333333333333	0.2117	0.3859	0.155444444444444	0.182666666666667	0.971	0.560142857142857	-0.0225	0.49419999999999997	-1.37871428571429
ART3	-2.84866666666667	-1.32616666666667	-2.84933333333333	-2.80016666666667	-2.1063333333333301	-2.92383333333333	-1.81733333333333	-3.77083333333333	-3.422	-3.34933333333333	-0.96175	-2.1402	-0.58875	-3.72466666666667	-3.4818333333333302	-1.5544
HERC2P2	-1.55016666666667	-1.1768333333333301	-2.415	-1.20316666666667	-0.5675	-0.807666666666667	-1.36783333333333	-0.673666666666667	-0.630166666666667	-1.35683333333333	-1.2645	-1.21833333333333	-1.9614	-0.502166666666667	-1.04683333333333	-1.828
ART5	0.456	1.95675	3.7065	2.48675	0.51049999999999995	0.722	-1.3295	-1.024375	-0.61625	0.8725	0.748	1.464125	0.101142857142857	-2.165	-0.079250000000000001	2.685625
ART4	0.981666666666667	-0.75066666666666704	1.22866666666667	-1.59416666666667	0.21249999999999999	-0.757	-0.905833333333333	-0.6585	-0.357	-0.0946666666666667	-0.8685	-1.4775	-0.737	-2.1805	-1.5830000000000002	0.749166666666667
C21orf82	-1.011	0.223	1.294	-0.176	-0.66200000000000003	-1.2385	-0.126	0.627	0.1345	-0.1115	0.2	-0.222	-0.648	-0.8285	0.53649999999999998	0.649
SPTLC1	-0.018375	0.13212499999999999	0.906375	0.94825	-0.25862499999999999	-0.400125	0.2545	-0.0163750000000001	-1.082875	0.52575	-0.203625	-0.2455	0.257875	0.45375	0.30887500000000001	1.03125
TCEA2	-1.3696	-0.3584	-2.2971	-1.4717	0.86229999999999996	0.1032	-2.4871	-1.3271	-0.7987	-1.2093	-1.7768	-1.3746	-1.4294	-0.4194	-2.1257000000000001	-1.9226
TCEA3	1.16641666666667	1.9688333333333301	2.3595	2.95683333333333	1.5015833333333302	2.31691666666667	-0.542333333333333	1.91825	1.95808333333333	3.17683333333333	2.04508333333333	2.16975	2.96458333333333	0.819083333333333	1.91275	2.57575
TCEA1	-0.8883	-1.2428999999999999	-0.8015	-0.92	-1.1147	-0.8099	-0.2639	-1.7042	-2.0061	-0.9904	-1.0219	-0.3611	-0.8181	-0.1664	-0.67589999999999995	-0.5145
COX4I2	0.535	0.83774999999999999	2.041	1.20675	0.35799999999999998	0.5625	0.86	-0.0915	0.4195	2.1835	0.041	0.276	0.463333333333333	0.49175	0.70325000000000004	0.677666666666667
COX4I1	0.214	0.99757142857142789	0.466785714285714	1.21628571428571	0.26014285714285695	0.368214285714286	-0.157	1.36485714285714	0.408357142857143	0.6635	0.238214285714286	0.557428571428571	0.136071428571429	0.305214285714286	0.33207142857142896	0.167142857142857
BFAR	0.33675	-1.02	-0.503125	-0.19725	-0.81012499999999998	-1.3705	-0.3385	-0.66475	-1.88	-0.5045	-0.946	-0.650875	-0.512	-1.26675	-1.0952500000000001	0.108625
CRTAM	3.14066666666667	1.1819999999999999	4.4655	1.8255	1.9195	3.7635	0.608	2.62333333333333	1.21533333333333	6.62133333333333	1.7432	0.8518	0.3304	-0.5466	3.3475000000000001	3.59
EDA	-1.036	0.253	1.2165	-1.64475	0.16775000000000001	0.36875	-1.2245	-0.0905	1.28375	-0.482	-2.6125	-0.116	0.387333333333333	0.28175	0.33274999999999999	0.981
PIPOX	-0.514	-1.204	-0.7405	-0.7335	-0.70550000000000002	-1.6195	-0.137	-0.5855	-0.6305	-0.5135	-3.9875	-0.9235	-0.691	-1.236	-0.4975	-2.1155
CCDC116	-2.677	0.46550000000000002	-2.168	-1.2735	-1.5255000000000001	-2.314	-3.1885	-2.7955	-1.514	-1.3165	-4.646	-0.8625	null	-1.3575	-1.8174999999999999	-2.49
CADPS2	0.28625	2.173	0.777	2.322	1.25475	2.73475	2.01525	2.45875	1.052	2.06575	0.3045	1.5675	2.08525	-0.34625	1.9472499999999999	2.12875
CCDC114	0.3055	0.0086666666666666593	0.173333333333333	0.734333333333333	0.40949999999999998	0.278	0.6275	0.270833333333333	0.377333333333333	0.201	0.824333333333333	-0.55225	0.0722	0.342333333333333	0.32250000000000001	-0.2895
CCDC115	-0.049875	1.2931250000000001	1.22325	1.131875	0.22787499999999999	1.42575	0.732875	0.394125	0.11675	1.701	-0.103125	0.39475	0.33775	1.333	0.67812499999999998	0.566
CCDC112	-0.0166666666666667	-0.058833333333333397	-0.131166666666667	-1.00783333333333	-1.1540000000000001	-0.816	-2.18433333333333	-1.52066666666667	-1.07983333333333	-1.007	-0.427333333333333	-0.926833333333333	-0.5474	-1.404	0.091666666666666702	-0.456
MCF2L	0.0464166666666667	-0.65058333333333296	0.64125	1.13708333333333	0.85875000000000001	1.68941666666667	0.670916666666667	1.16858333333333	1.57433333333333	0.989083333333333	-0.9976	-0.0729166666666667	0.0962727272727273	1.54283333333333	0.16325000000000001	0.719333333333333
CCDC110	4.15125	1.64975	4.8395	5.17525	3.0797500000000002	3.86875	-0.4185	4.31175	4.639	4.827	3.8805	4.5835	2.99125	3.385	3.6197499999999998	5.14425
CCDC111	1.0335	-0.78599999999999992	0.2635	0.635	-0.56200000000000006	0.238	0.8925	0.4135	-0.3415	0.45	-0.076	-0.092	-1.2775	0.9225	0.34050000000000002	0.722
RAB3A	-0.10025	0.23375000000000001	-1.11825	-1.0225	-0.66774999999999995	-0.6285	-0.43925	-0.346	-0.678	-0.33225	-1.3545	0.90525	-0.368333333333333	-0.80075	-1.2482500000000001	-1.26
LEO1	-2.323	-1.3612500000000001	-1.5645	-1.68375	-0.97799999999999998	-1.27475	-0.37425	-1.308	-1.2245	-1.10175	-0.77425	-1.2555	-0.87625	-0.991	-0.2205	-1.02875
ATP1A4	-1.8455	-1.2229999999999999	-1.70016666666667	-0.429666666666667	-0.3668333333333329	0.14	-1.60316666666667	-0.780166666666667	-1.35516666666667	-0.8925	-1.17633333333333	-1.137	-1.04816666666667	1.7225	-0.913333333333333	-1.23416666666667
ATP1A3	-1.428	-0.61575000000000002	-0.8785	0.49475	0.083000000000000004	0.527	-1.67575	0.60675	-0.415	-0.40875	-1.472	0.092	-0.2035	1.92075	0.044999999999999998	-0.31825
ATP1A2	-1.4585	-1.52525	0.61175	-2.5905	-1.9935	-1.37975	-1.0165	-2.16375	-3.31225	-1.90025	-0.9075	-1.334	-1.811	-3.641	-0.19075	-2.43625
ATP1A1	-1.0551	-0.2298	-0.5409	0.5424	0.1943	0.664	-0.6814	0.9368	0.5287	-0.2289	0.4767	0.3317	1.186	1.7753	0.47600000000000003	0.2307
LOC131149	0.422	0.18049999999999999	0.5485	0.523	0.033500000000000002	0.1245	0.7035	-2.341	0.265	0.613	1.4895	-0.967	1.638	-1.7375	0.57399999999999995	null
MGRN1	-0.66875	0.15675	-0.47075	0.0805	0.45824999999999999	1.076125	-1.276375	0.872875	1.0635	0.68275	-0.98775	0.370625	-0.191125	0.522875	0.028999999999999998	0.052125
NHEJ1	1.80316666666667	0.28716666666666696	1.262	1.463	-0.43533333333333291	-0.697833333333333	-0.267666666666667	0.0241666666666667	-1.26583333333333	1.88083333333333	-0.0123333333333333	0.4092	-1.40616666666667	-0.329166666666667	0.28583333333333305	-0.0325
CRTAP	0.502285714285714	1.02142857142857	1.07785714285714	0.630857142857143	0.63192857142857206	1.26835714285714	-0.499214285714286	0.684071428571429	0.454142857142857	0.320071428571429	-0.549923076923077	1.45121428571429	1.02328571428571	0.909071428571429	1.3491428571428601	1.61992857142857
SPHK2	-1.16833333333333	0.30266666666666697	-0.578666666666667	-0.101333333333333	0.14849999999999999	-0.174166666666667	-0.609333333333333	-0.0885	0.622833333333333	0.000833333333333334	-1.14716666666667	0.0485	-0.143333333333333	0.671833333333333	0.45783333333333293	-0.285166666666667
SPHK1	-1.80325	-1.9257500000000001	-0.72325	-1.47625	0.16975000000000001	-0.4025	-2.415	1.4535	0.61325	-0.994	-1.69625	0.01825	-0.61225	-1.27125	-1.0834999999999999	-1.257
DPT	-0.728909090909091	-0.46350000000000002	-1.3655	-0.4719	-0.64533333333333298	-0.37475	-0.581333333333333	-0.193272727272727	0.155545454545455	-0.939916666666667	-0.8395	-0.1945	-1.911	-1.77436363636364	-0.64124999999999999	0.809
BPESC1	-0.275666666666667	0.40500000000000003	0.602333333333333	1.33966666666667	-0.69299999999999995	0.440333333333333	0.646333333333333	0.426	0.07175	0.911	1.458	1.018	-0.337	0.257	0.23150000000000001	1.7595
IPO11	-0.34925	-0.46850000000000003	0.197125	0.65325	-0.92837499999999995	-0.872875	1.105875	-0.467125	-1.163625	1.220125	-0.1935	-0.66225	-1.42666666666667	-0.628875	-0.28787499999999999	-0.32075
CUEDC2	0.00687500000000001	0.76475000000000004	-0.4925	1.03225	0.33812500000000001	0.283625	-0.089875	0.099625	-0.586625	0.477625	-0.8885	-0.0435000000000001	-0.42025	1.1195	-0.41512500000000002	-0.272875
CBLB	-0.280333333333333	0.111166666666667	-0.0673333333333333	0.3455	0.47666666666666707	0.3565	1.05866666666667	0.227666666666667	0.745	0.693	0.147166666666667	-0.168666666666667	1.081	1.34483333333333	-0.43916666666666709	0.488
AIM1	-0.38975	0.48275000000000001	-0.145	1.517	1.2162500000000001	1.71725	0.75525	1.7485	1.426	2.31475	0.113	1.29625	1.878	-0.611	1.0222500000000001	0.861
CPEB4	2.6665	0.21237500000000001	-0.0408750000000001	1.54275	0.35962499999999997	0.539625	0.0644999999999999	1.04275	0.872875	1.818375	0.117285714285714	1.0395	1.85285714285714	1.0875	-0.42525000000000002	0.244
CPEB1	1.5445	-0.86550000000000005	-0.7835	-1.652	-0.17849999999999999	-0.4915	-1.91375	-0.56725	0.233	-1.73325	-1.60625	-0.5565	-1.7385	0.64825	0.379	-1.3015
ZNF45	-0.535875	0.47725000000000001	0.243125	-0.14025	-0.1835	0.182875	0.708285714285714	0.025375	0.032125	0.081875	-0.242428571428571	0.130142857142857	0.0584285714285715	0.963625	0.42225000000000001	0.721125
CPEB3	2.48575	1.8545	2.8825	5.117	2.3617499999999998	3.964	2.1115	4.708	4.67825	3.49325	2.17075	4.361	4.56725	3.33925	2.0682499999999999	4.1695
CPEB2	1.433	-0.66262500000000002	0.035	2.296125	0.40200000000000002	0.93375	-0.1975	1.42775	0.40375	2.206625	0.0479999999999999	1.23228571428571	0.8796	0.109375	-0.114125	1.4825
