Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Alzheimer's Disease	C0002395	SLC24A4	123041	Q8NFF2	solute carrier family 24 member 4	transporter	14	0.773	0.276	3.2419e-10	0.11	no reported evidence	1.0	3	1	2014.0	2018.0
Alzheimer's Disease	C0002395	GLIS3	169792	Q8NEA6	GLIS family zinc finger 3		69	0.633	0.483	3.6382e-07	0.11	no reported evidence	1.0	1	5	2013.0	2013.0
Alzheimer's Disease	C0002395	SERPINA3	12	P01011	serpin family A member 3	enzyme modulator	92	0.572	0.69	8.0723e-14	0.1	no reported evidence	0.951219512195122	43	2	1988.0	2013.0
Alzheimer's Disease	C0002395	ABCA1	19	O95477	ATP binding cassette subfamily A member 1	transporter	236	0.484	0.793	3.5266e-12	0.1	no reported evidence	0.96969696969697	33	7	1989.0	2018.0
Alzheimer's Disease	C0002395	ADAM10	102	O14672	ADAM metallopeptidase domain 10		105	0.552	0.724	1.0	0.1	no reported evidence	1.0	32	6	2000.0	2016.0
Alzheimer's Disease	C0002395	AP2A2	161	O94973	adaptor related protein complex 2 subunit alpha 2	transmembrane receptor regulatory/adaptor protein	3	0.886	0.138	1.0	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	ALOX5	240	P09917	arachidonate 5-lipoxygenase	oxidoreductase	214	0.482	0.724	1.4969e-06	0.1	no reported evidence	1.0	17	0	2008.0	2016.0
Alzheimer's Disease	C0002395	APBB1	322	O00213	amyloid beta precursor protein binding family B member 1		13	0.773	0.241	0.92855	0.1	no reported evidence	1.0	11	0	1998.0	2016.0
Alzheimer's Disease	C0002395	APOA1	335	P02647	apolipoprotein A1		255	0.463	0.759	0.00054889	0.1	no reported evidence	0.909090909090909	11	0	2001.0	2016.0
Alzheimer's Disease	C0002395	DST	667	Q03001	dystonin	cytoskeletal protein	88	0.611	0.724	1.0	0.1	no reported evidence		1	1	2017.0	2017.0
Alzheimer's Disease	C0002395	RUNX1T1	862	Q06455	RUNX1 translocation partner 1	transcription factor	89	0.567	0.759	0.974	0.1	no reported evidence	0.909090909090909	11	0	2001.0	2015.0
Alzheimer's Disease	C0002395	CDK5	1020	Q00535	cyclin dependent kinase 5	kinase; transferase	130	0.542	0.69	0.095196	0.1	no reported evidence	1.0	29	1	2000.0	2018.0
Alzheimer's Disease	C0002395	CDR1	1038	P51861	cerebellar degeneration related protein 1		39	0.645	0.552		0.1	no reported evidence	0.909090909090909	11	0	2001.0	2015.0
Alzheimer's Disease	C0002395	CETP	1071	P11597	cholesteryl ester transfer protein		116	0.555	0.655	1.0293e-23	0.1	no reported evidence	0.916666666666667	12	1	2006.0	2016.0
Alzheimer's Disease	C0002395	CHRNA4	1137	P43681	cholinergic receptor nicotinic alpha 4 subunit	receptor; transporter	153	0.521	0.586	0.00011281	0.1	no reported evidence	1.0	13	0	1999.0	2016.0
Alzheimer's Disease	C0002395	CLPTM1	1209	O96005	CLPTM1, transmembrane protein	lyase	10	0.773	0.207	0.92363	0.1	no reported evidence		1	2	2011.0	2011.0
Alzheimer's Disease	C0002395	ACKR2	1238	O00590	atypical chemokine receptor 2		23	0.762	0.276	0.0014411	0.1	no reported evidence		1	1	2015.0	2015.0
Alzheimer's Disease	C0002395	CP	1356	P00450	ceruloplasmin	oxidoreductase	190	0.5	0.586	2.7933e-09	0.1	no reported evidence	0.777777777777778	12	0	2008.0	2016.0
Alzheimer's Disease	C0002395	CRP	1401	P02741	C-reactive protein		470	0.399	0.862	0.0037357	0.1	no reported evidence	1.0	12	0	2000.0	2015.0
Alzheimer's Disease	C0002395	CSF2	1437	P04141	colony stimulating factor 2	signaling molecule	670	0.356	0.966	0.84256	0.1	no reported evidence	0.95679012345679	162	0	1996.0	2018.0
Alzheimer's Disease	C0002395	CTNNA2	1496	P26232	catenin alpha 2	cell adhesion molecule; cytoskeletal protein	15	0.785	0.207	0.28345	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	CTSB	1508	P07858	cathepsin B	enzyme modulator; hydrolase; protease	192	0.49	0.828	3.3349e-11	0.1	no reported evidence	1.0	13	0	2003.0	2015.0
Alzheimer's Disease	C0002395	CTSD	1509	P07339	cathepsin D	hydrolase; protease	175	0.505	0.759	0.0011129	0.1	no reported evidence	1.0	26	1	1991.0	2016.0
Alzheimer's Disease	C0002395	DMXL1	1657	Q9Y485	Dmx like 1		7	0.799	0.138	1.0	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	DLG4	1742	P78352	discs large MAGUK scaffold protein 4	transmembrane receptor regulatory/adaptor protein	44	0.648	0.448	0.99981	0.1	no reported evidence	1.0	10	0	2006.0	2017.0
Alzheimer's Disease	C0002395	RCAN1	1827	P53805	regulator of calcineurin 1	signaling molecule	62	0.63	0.586	0.016394	0.1	no reported evidence	1.0	15	0	2004.0	2016.0
Alzheimer's Disease	C0002395	DYRK1A	1859	Q13627	dual specificity tyrosine phosphorylation regulated kinase 1A	kinase; transferase	100	0.607	0.483	0.99958	0.1	no reported evidence	1.0	11	0	2006.0	2018.0
Alzheimer's Disease	C0002395	ENO2	2026	P09104	enolase 2	lyase	97	0.559	0.724	0.28587	0.1	no reported evidence	0.909090909090909	11	0	1993.0	2013.0
Alzheimer's Disease	C0002395	ESR2	2100	Q92731	estrogen receptor 2	nucleic acid binding; receptor; transcription factor	297	0.445	0.828	5.3879e-08	0.1	no reported evidence	0.9	11	8	2003.0	2016.0
Alzheimer's Disease	C0002395	MTOR	2475	P42345	mechanistic target of rapamycin kinase	kinase; nucleic acid binding; transferase	466	0.399	0.793	1.0	0.1	no reported evidence	1.0	11	0	2005.0	2017.0
Alzheimer's Disease	C0002395	GABRG3	2567	Q99928	gamma-aminobutyric acid type A receptor gamma3 subunit	receptor; transporter	18	0.752	0.345	0.83889	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	GAPDH	2597	P04406	glyceraldehyde-3-phosphate dehydrogenase	oxidoreductase	188	0.484	0.793	0.11455	0.1	no reported evidence	0.846153846153846	15	1	1998.0	2018.0
Alzheimer's Disease	C0002395	GATA1	2623	P15976	GATA binding protein 1	nucleic acid binding; transcription factor	212	0.51	0.69	0.94999	0.1	no reported evidence		0	0		
Alzheimer's Disease	C0002395	GFAP	2670	P14136	glial fibrillary acidic protein		220	0.484	0.759	1.1684e-06	0.1	no reported evidence	0.892857142857143	29	0	1988.0	2016.0
Alzheimer's Disease	C0002395	GRN	2896	P28799	granulin precursor		251	0.476	0.724	0.053281	0.1	no reported evidence	0.945945945945946	37	6	2006.0	2018.0
Alzheimer's Disease	C0002395	GRIN2B	2904	Q13224	glutamate ionotropic receptor NMDA type subunit 2B		132	0.561	0.483	1.0	0.1	no reported evidence	0.888888888888889	10	2	2002.0	2018.0
Alzheimer's Disease	C0002395	HSD17B10	3028	Q99714	hydroxysteroid 17-beta dehydrogenase 10	oxidoreductase	81	0.645	0.483	0.89669	0.1	no reported evidence	1.0	12	0	1997.0	2012.0
Alzheimer's Disease	C0002395	HTR2A	3356	P28223	5-hydroxytryptamine receptor 2A	receptor	211	0.488	0.759	0.47959	0.1	no reported evidence	1.0	11	1	1998.0	2010.0
Alzheimer's Disease	C0002395	IL1A	3552	P01583	interleukin 1 alpha		596	0.366	0.931	0.00014857	0.1	no reported evidence	0.8717949	39	1	1989.0	2013.0
Alzheimer's Disease	C0002395	IL10	3586	P22301	interleukin 10		961	0.32	0.931	0.0065063	0.1	no reported evidence	1.0	16	0	2001.0	2016.0
Alzheimer's Disease	C0002395	KCNN2	3781	Q9H2S1	potassium calcium-activated channel subfamily N member 2	transporter	6	0.857	0.207	0.99265	0.1	no reported evidence		1	1	2017.0	2017.0
Alzheimer's Disease	C0002395	LAMC2	3918	Q13753	laminin subunit gamma 2	enzyme modulator; extracellular matrix protein; receptor	400	0.419	0.931	3.5822e-12	0.1	no reported evidence	0.9567901	162	0	1996.0	2018.0
Alzheimer's Disease	C0002395	RPSA	3921	P08865	ribosomal protein SA		101	0.548	0.655	0.92598	0.1	no reported evidence	0.9090909	11	1	1997.0	2008.0
Alzheimer's Disease	C0002395	LDLR	3949	P01130	low density lipoprotein receptor		229	0.475	0.828	9.4405e-24	0.1	no reported evidence	0.9583333	24	2	1997.0	2014.0
Alzheimer's Disease	C0002395	LTBP2	4053	Q14767	latent transforming growth factor beta binding protein 2	calcium-binding protein; cell adhesion molecule; extracellular matrix protein; signaling molecule	62	0.611	0.552	0.0036223	0.1	no reported evidence		1	1	2011.0	2011.0
Alzheimer's Disease	C0002395	BCAM	4059	P50895	basal cell adhesion molecule (Lutheran blood group)	cell adhesion molecule; receptor	19	0.727	0.31	1.8925e-07	0.1	no reported evidence		2	1	2011.0	2013.0
Alzheimer's Disease	C0002395	AFF1	4299	P51825	AF4/FMR2 family member 1	transcription factor	33	0.685	0.31	0.56979	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	MMP9	4318	P14780	matrix metallopeptidase 9	hydrolase; protease	790	0.339	0.862	7.0286e-18	0.1	no reported evidence	0.7	10	3	1997.0	2014.0
Alzheimer's Disease	C0002395	MOBP	4336	Q13875	myelin-associated oligodendrocyte basic protein	cytoskeletal protein; enzyme modulator	18	0.707	0.379	0.5604	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	COX2	4513	P00403	cytochrome c oxidase subunit II	oxidoreductase	494	0.397	0.862		0.1	no reported evidence	1.0	21	0	1994.0	2015.0
Alzheimer's Disease	C0002395	RNR2	4550	Q8IVG9	l-rRNA		13	0.752	0.414		0.1	no reported evidence	0.8461538	13	0	2002.0	2018.0
Alzheimer's Disease	C0002395	NTF3	4908	P20783	neurotrophin 3	signaling molecule	132	0.525	0.621	0.88635	0.1	no reported evidence	1.0	11	4	1992.0	2016.0
Alzheimer's Disease	C0002395	ABCB1	5243	P08183	ATP binding cassette subfamily B member 1	hydrolase; protease	606	0.371	0.828	1.3094e-05	0.1	no reported evidence	0.8888889	11	0	2004.0	2016.0
Alzheimer's Disease	C0002395	PON1	5444	P27169	paraoxonase 1		324	0.443	0.828	8.9806e-11	0.1	no reported evidence	0.8823529	17	2	2002.0	2018.0
Alzheimer's Disease	C0002395	PTPA	5524	Q15257	protein phosphatase 2 phosphatase activator	enzyme modulator	115	0.54	0.655		0.1	no reported evidence	1.0	19	1	2004.0	2016.0
Alzheimer's Disease	C0002395	MAPK1	5594	P28482	mitogen-activated protein kinase 1	kinase; transferase	525	0.387	0.862	0.9973	0.1	no reported evidence	1.0	14	1	2002.0	2016.0
Alzheimer's Disease	C0002395	PTPRA	5786	P18433	protein tyrosine phosphatase, receptor type A	hydrolase; phosphatase	48	0.624	0.586	0.99998	0.1	no reported evidence	0.9090909	11	0	1997.0	2008.0
Alzheimer's Disease	C0002395	PTPRG	5793	P23470	protein tyrosine phosphatase, receptor type G	hydrolase; phosphatase; receptor	43	0.639	0.69	2.1982e-05	0.1	no reported evidence		1	1	2017.0	2017.0
Alzheimer's Disease	C0002395	NECTIN2	5819	Q92692	nectin cell adhesion molecule 2		27	0.701	0.517		0.1	no reported evidence		14	24	2009.0	2017.0
Alzheimer's Disease	C0002395	MOK	5891	Q9UQ07	MOK protein kinase	kinase; transferase	104	0.554	0.655	9.9196e-22	0.1	no reported evidence	0.9090909	11	0	1999.0	2018.0
Alzheimer's Disease	C0002395	CCL2	6347	P13500	C-C motif chemokine ligand 2	signaling molecule	691	0.353	0.897	0.61778	0.1	no reported evidence	1.0	13	0	2003.0	2016.0
Alzheimer's Disease	C0002395	ST6GAL1	6480	P15907	ST6 beta-galactoside alpha-2,6-sialyltransferase 1		48	0.636	0.517	0.23839	0.1	no reported evidence		1	1	2017.0	2017.0
Alzheimer's Disease	C0002395	SLC1A2	6506	P43004	solute carrier family 1 member 2	transporter	92	0.572	0.517	0.61687	0.1	no reported evidence	1.0	10	0	1997.0	2016.0
Alzheimer's Disease	C0002395	SLC6A4	6532	P31645	solute carrier family 6 member 4	transporter	329	0.446	0.724	0.25902	0.1	no reported evidence	1.0	12	1	1999.0	2013.0
Alzheimer's Disease	C0002395	SNCA	6622	P37840	synuclein alpha	chaperone; membrane traffic protein	176	0.513	0.793	0.89644	0.1	no reported evidence	0.85	22	2	1994.0	2016.0
Alzheimer's Disease	C0002395	SST	6750	P61278	somatostatin	signaling molecule	265	0.457	0.724	0.36037	0.1	no reported evidence	0.8888889	10	1	1995.0	2015.0
Alzheimer's Disease	C0002395	SYP	6855	P08247	synaptophysin	membrane traffic protein	101	0.55	0.69	0.89923	0.1	no reported evidence	1.0	18	0	1996.0	2016.0
Alzheimer's Disease	C0002395	TGFB1	7040	P01137	transforming growth factor beta 1	signaling molecule	847	0.336	0.931	0.17182	0.1	no reported evidence	1.0	12	0	1994.0	2017.0
Alzheimer's Disease	C0002395	TP53	7157	P04637	tumor protein p53	transcription factor	1773	0.251	0.897	0.16862	0.1	no reported evidence	0.95	21	1	2000.0	2015.0
Alzheimer's Disease	C0002395	TTR	7276	P02766	transthyretin	transfer/carrier protein; transporter	258	0.471	0.897	0.54676	0.1	no reported evidence	1.0	29	1	1998.0	2018.0
Alzheimer's Disease	C0002395	UBB	7314	P0CG47	ubiquitin B	nucleic acid binding	55	0.633	0.552	0.015455	0.1	no reported evidence	1.0	17	0	2000.0	2013.0
Alzheimer's Disease	C0002395	UCHL1	7345	P09936	ubiquitin C-terminal hydrolase L1	hydrolase; protease	151	0.527	0.759	0.98938	0.1	no reported evidence	0.9	11	1	2002.0	2016.0
Alzheimer's Disease	C0002395	AGPS	8540	O00116	alkylglycerone phosphate synthase		19	0.735	0.276	1.0	0.1	no reported evidence	1.0	13	0	2000.0	2016.0
Alzheimer's Disease	C0002395	CRADD	8738	P78560	CASP2 and RIPK1 domain containing adaptor with death domain		31	0.701	0.414	0.86092	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	SUCLA2	8803	Q9P2R7	succinate-CoA ligase ADP-forming beta subunit	ligase	104	0.607	0.517	0.0026214	0.1	no reported evidence	1.0	41	0	1998.0	2017.0
Alzheimer's Disease	C0002395	CDK5R1	8851	Q15078	cyclin dependent kinase 5 regulatory subunit 1	enzyme modulator	50	0.639	0.621	0.91741	0.1	no reported evidence	1.0	12	1	2002.0	2018.0
Alzheimer's Disease	C0002395	CACNA1G	8913	O43497	calcium voltage-gated channel subunit alpha1 G	transporter	49	0.627	0.379	1.0	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	CCRL2	9034	O00421	C-C motif chemokine receptor like 2		22	0.696	0.414	0.37383	0.1	no reported evidence		1	1	2015.0	2015.0
Alzheimer's Disease	C0002395	SLC16A7	9194	O60669	solute carrier family 16 member 7	transporter	14	0.735	0.379	0.006322	0.1	no reported evidence		1	1	2011.0	2011.0
Alzheimer's Disease	C0002395	LRAT	9227	O95237	lecithin retinol acyltransferase		85	0.602	0.621	0.026161	0.1	no reported evidence		1	1	2011.0	2011.0
Alzheimer's Disease	C0002395	ITM2B	9445	Q9Y287	integral membrane protein 2B		58	0.667	0.448	0.65117	0.1	no reported evidence	1.0	20	0	2005.0	2016.0
Alzheimer's Disease	C0002395	SLC4A8	9498	Q2Y0W8	solute carrier family 4 member 8	transporter	3	0.886	0.138	0.99958	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	ST18	9705	O60284	ST18, C2H2C-type zinc finger	transcription factor	15	0.727	0.448	0.99428	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	MVP	9961	Q14764	major vault protein	nucleic acid binding	86	0.569	0.69	6.3522e-08	0.1	no reported evidence	0.9090909	11	0	1997.0	2008.0
Alzheimer's Disease	C0002395	DNM1L	10059	O00429	dynamin 1 like	cytoskeletal protein; enzyme modulator; hydrolase	105	0.57	0.655	0.00047522	0.1	no reported evidence	0.9	10	0	2009.0	2018.0
Alzheimer's Disease	C0002395	GPC6	10082	Q9Y625	glypican 6		80	0.648	0.517	0.14873	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	FARP1	10160	Q9Y4F1	FERM, ARH/RhoGEF and pleckstrin domain protein 1		16	0.799	0.172	5.8281e-06	0.1	no reported evidence		1	1	2017.0	2017.0
Alzheimer's Disease	C0002395	MYO16	23026	Q9Y6X6	myosin XVI		22	0.799	0.276	0.99678	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	ZNF292	23036	O60281	zinc finger protein 292	nucleic acid binding; transcription factor	10	0.834	0.276	1.0	0.1	no reported evidence		1	1	2012.0	2012.0
Alzheimer's Disease	C0002395	FBXL7	23194	Q9UJT9	F-box and leucine rich repeat protein 7		7	0.834	0.276	0.33534	0.1	no reported evidence		1	1	2015.0	2015.0
Alzheimer's Disease	C0002395	PRRC2C	23215	Q9Y520	proline rich coiled-coil 2C	nucleic acid binding; transcription factor	6	0.857	0.172	1.0	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	CLEC16A	23274	Q2KHT3	C-type lectin domain containing 16A		53	0.619	0.586	0.19317	0.1	no reported evidence		1	1	2011.0	2011.0
Alzheimer's Disease	C0002395	WWC1	23286	Q8IX03	WW and C2 domain containing 1		35	0.663	0.552	0.00032461	0.1	no reported evidence	0.8181818	11	1	2009.0	2018.0
Alzheimer's Disease	C0002395	ACSL6	23305	Q9UKU0	acyl-CoA synthetase long chain family member 6	ligase	12	0.785	0.276	0.003305	0.1	no reported evidence		1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	SIRT1	23411	Q96EB6	sirtuin 1	hydrolase; nucleic acid binding	325	0.432	0.828	0.081958	0.1	no reported evidence	1.0	16	0	2006.0	2017.0
Alzheimer's Disease	C0002395	NCS1	23413	P62166	neuronal calcium sensor 1		12	0.773	0.207	0.56021	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	TARDBP	23435	Q13148	TAR DNA binding protein		138	0.53	0.586	0.98519	0.1	no reported evidence	0.8928571	28	1	2008.0	2017.0
Alzheimer's Disease	C0002395	SMUG1	23583	Q53HV7	single-strand-selective monofunctional uracil-DNA glycosylase 1		124	0.53	0.69	0.00047964	0.1	no reported evidence	1.0	13	0	2004.0	2014.0
Alzheimer's Disease	C0002395	BACE2	25825	Q9Y5Z0	beta-secretase 2	hydrolase; protease	27	0.696	0.345	0.0056567	0.1	no reported evidence	0.8666667	16	1	2004.0	2016.0
Alzheimer's Disease	C0002395	TRPC4AP	26133	Q8TEL6	transient receptor potential cation channel subfamily C member 4 associated protein		8	0.834	0.172	0.6663	0.1	no reported evidence		1	4	2009.0	2009.0
Alzheimer's Disease	C0002395	PDE7B	27115	Q9NP56	phosphodiesterase 7B		6	0.815	0.172	0.5592	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	TNRC6A	27327	Q8NDV7	trinucleotide repeat containing 6A		14	0.735	0.138	1.0	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	BZW2	28969	Q9Y6E2	basic leucine zipper and W2 domains 2	nucleic acid binding	7	0.834	0.138	0.38958	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	PARVB	29780	Q9HBI1	parvin beta	cytoskeletal protein	10	0.785	0.345	1.9827e-13	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	IL19	29949	Q9UHD0	interleukin 19		58	0.604	0.655	4.6966e-05	0.1	no reported evidence		1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	UBQLN1	29979	Q9UMX0	ubiquilin 1		25	0.69	0.379	0.999	0.1	no reported evidence	0.9	10	1	2005.0	2016.0
Alzheimer's Disease	C0002395	RMDN1	51115	Q96DB5	regulator of microtubule dynamics 1		54	0.616	0.69	3.5432e-09	0.1	no reported evidence	1.0	16	0	1999.0	2018.0
Alzheimer's Disease	C0002395	RAPGEF6	51735	Q8TEU7	Rap guanine nucleotide exchange factor 6	enzyme modulator	5	0.857	0.138	0.99601	0.1	no reported evidence		1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	BCAS3	54828	Q9H6U6	BCAS3, microtubule associated cell migration factor		32	0.72	0.379	0.00071009	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	CDKAL1	54901	Q5VV42	CDK5 regulatory subunit associated protein 1 like 1		56	0.639	0.483	0.015253	0.1	no reported evidence		1	1	2017.0	2017.0
Alzheimer's Disease	C0002395	RMDN3	55177	Q96TC7	regulator of microtubule dynamics 3		59	0.602	0.69	3.4123e-05	0.1	no reported evidence	1.0	16	0	1999.0	2018.0
Alzheimer's Disease	C0002395	STK32B	55351	Q9NY57	serine/threonine kinase 32B	calcium-binding protein; kinase; transfer/carrier protein; transferase	10	0.785	0.379	2.3672e-07	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	SYBU	55638	Q9NX95	syntabulin	enzyme modulator; membrane traffic protein	54	0.616	0.69	0.00011437	0.1	no reported evidence	1.0	16	0	1999.0	2018.0
Alzheimer's Disease	C0002395	EDEM2	55741	Q9BV94	ER degradation enhancing alpha-mannosidase like protein 2		6	0.928	0.069	7.3471e-07	0.1	no reported evidence		1	2	2009.0	2009.0
Alzheimer's Disease	C0002395	FMN2	56776	Q9NZ56	formin 2		35	0.69	0.345	0.99833	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	CDC42SE2	56990	Q9NRR3	CDC42 small effector 2		11	0.773	0.172	0.77936	0.1	no reported evidence		1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	ARHGAP20	57569	Q9P2F6	Rho GTPase activating protein 20	enzyme modulator	4	0.886	0.207	0.025502	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	SH3RF1	57630	Q7Z6J0	SH3 domain containing ring finger 1	signaling molecule	9	0.785	0.172	0.0044409	0.1	no reported evidence		1	1	2017.0	2017.0
Alzheimer's Disease	C0002395	VAT1L	57687	Q9HCJ6	vesicle amine transport 1 like		2	0.928	0.069	8.3502e-07	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	CSMD1	64478	Q96PZ7	CUB and Sushi multiple domains 1		60	0.639	0.379	1.0	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	PPP1R3B	79660	Q86XI6	protein phosphatase 1 regulatory subunit 3B	enzyme modulator	11	0.762	0.31	0.067398	0.1	no reported evidence		1	4	2013.0	2013.0
Alzheimer's Disease	C0002395	ANKRD55	79722	Q3KP44	ankyrin repeat domain 55		43	0.659	0.345	3.7042e-07	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	CLMN	79789	Q96JQ2	calmin		6	0.886	0.138	9.1246e-09	0.1	no reported evidence		1	1	2014.0	2014.0
Alzheimer's Disease	C0002395	SP6	80320	Q3SY56	Sp6 transcription factor	nucleic acid binding; transcription factor	8	0.799	0.172	0.14833	0.1	no reported evidence		1	1	2014.0	2014.0
