"gene","patient1","patient2","patient3","patient4","patient5"
"CYP2R1",0.42275,-0.28575,0.24225,-0.28025,-0.32625
"CKLF",-0.263333333333333,-1.05966666666667,-1.32116666666667,-0.988333333333333,-0.3355
"SASP",0.38,0.42925,-0.6115,1.035,-1.19275
"C15orf26",-0.42975,-3.00125,-3.53175,-2.704,-5.69
"C15orf27",-1.6055,-1.2285,-2.7055,-1.9515,-2.886
"C15orf24",0.69675,-0.4695,0.86325,0.15475,-0.03675
"GJA3",-2.04266666666667,-1.525,-2.1915,-1.20133333333333,-1.74333333333333
"GJA4",3.105,3.91,2.94375,2.501,3.5025
"GJA5",2.0985,3.3925,0.90625,2.084,2.845
"C10orf56",0.0576666666666667,1.11566666666667,-1.29833333333333,0.867833333333333,0.167
"GJA9",0.0255,0.4585,0.2595,0.442666666666667,-0.0696
"C15orf28",-0.35975,-0.0215,0.2225,0.01575,-0.187
"C15orf29",0.698125,0.0935,-0.082625,1.006,-0.1055
"ZNF117",0.78875,-0.054,-0.3705,0.64125,-1.121
"ZNF114",-1.813,-2.24883333333333,-3.46416666666667,-1.46683333333333,-4.2825
"SEZ6L",0.4635,1.11225,-0.721625,0.686,-2.000625
"TMC4",2.74425,2.5765,3.12175,1.9605,1.193
"TMC5",4.051,3.1515,2.706,2.78425,4.41
"TMC6",-0.5935,-2.464875,-1.883125,-1.9045,-0.65075
"TMC7",-1.21316666666667,-0.750833333333333,-1.49933333333333,-0.655,1.046
"APIP",-0.828,-0.29525,0.36325,0.00825,-1.04975
"TMC1",-0.183333333333333,0.03775,0.4265,-0.107,-0.021
"TMC2",0.2505,0.0715,0.849,0.1295,0.19
"TMC3",0.3045,0.0295,-0.9715,0.286,1.546
"PKLR",-2.0275,-1.743,-1.504,-1.1155,-1.669
"EIF2B4",0.2825,0.479666666666667,0.307,0.00216666666666666,0.389666666666667
"HCRP1",0.7845,-1.152,0.3425,-0.924,-2.449
"EIF2B2",-0.161125,-0.21275,0.01025,-0.317125,0.176625
"EIF2B3",-0.5135,-0.9585,-0.488,-0.85,-0.3855
"EIF2B1",0.266,-0.06925,0.4245,0.0375,-0.175
"PRKAR2A",0.2715,-0.4075,-0.895333333333333,-0.699666666666667,-0.350333333333333
"C20orf52",0.153666666666667,-1.1745,0.0575,-0.826666666666667,-0.0293333333333333
"CSNK2A1P",-0.3895,-0.75125,-0.53575,-0.627,-0.482
"MGC26597",0.6025,-0.9675,-0.3944,-1.7965,-0.2378
"PRDM12",-3.1815,-2.367,-2.45,-1.755,-1.362
"C20orf54",3.93625,4.313,4.47325,2.895,2.94775
"TXNIP",-0.0114285714285714,1.48664285714286,2.60921428571429,0.295571428571429,-0.424214285714286
"C20orf59",-1.71483333333333,-1.408,-1.62066666666667,-0.867333333333333,-0.885333333333333
"C20orf58",-2.46925,-2.5945,-2.738,-2.30275,-2.03075
"SKP2",-2.3865,-2.3925,-3.65625,-2.68575,-1.27825
"MLF1",-0.0893,0.5327,1.7719,1.0046,0.7481
"QPRT",-2.16316666666667,-2.8365,-0.563833333333333,-2.14283333333333,-0.768666666666667
"IFT140",1.40925,1.21575,2.092,0.619,0.303
"MLF2",-0.372,0.1535,0.131666666666667,-0.331666666666667,-0.203166666666667
"TMEM14C",-0.323,-0.2515,-0.47775,-0.02325,-0.3925
"TMEM14B",-0.2045,-0.817,-0.230166666666667,-0.477166666666667,-0.105333333333333
"TMEM14A",0.816,-0.09025,0.939,0.27725,-0.1665
"CFLAR",0.714875,0.108,-1.12925,0.098375,0.2315
"ITGA2B",-0.828,-0.843166666666667,-0.88,-0.681166666666667,-0.918666666666667
"RSPH1",3.53675,2.43025,2.37575,1.6705,2.24625
"FANCE",-1.52475,-1.241,-1.319,-1.0875,-0.17375
"RFXDC2",0.75775,-0.72725,-0.486875,-0.1855,-0.439
"RFXDC1",-0.45925,2.1455,3.05525,3.286,0.512
"MGC33846",0.582,0.987,-0.203625,0.477,1.125125
"C9orf128",3.10525,2.978,1.363,2.23125,2.46975
"MYT1L",-0.1565,-0.0993333333333333,-0.665666666666667,-0.268833333333333,-0.6784
"C9orf127",0.8712,1.0833,0.9166,0.388,0.0993
"C9orf125",-2.87766666666667,-0.4445,-2.411,-0.294666666666667,-1.159
"CEPT1",0.1975,1.16766666666667,0.0795,0.669333333333333,-0.125666666666667
"OPRD1",0.0555,0.0905,0.5405,0.114,0.174
"FANCB",-1.87225,-2.2435,-1.54025,-1.74275,-1.80825
"CLIC6",-1.0946,0.5834,1.2678,3.6092,0.6689
"PHACTR4",-0.566666666666667,-0.68275,-0.252333333333333,-0.524666666666667,-0.524166666666667
"CLIC4",-0.883875,-0.025625,-0.637,0.388875,0.488875
"CFHR1",0.4915,0.082,-0.0985,0.052,-1.3185
"L3MBTL",-0.5895,-1.6735,-0.3548,-0.8489,-1.949
"OR2K2",1.1495,-0.3015,0.815,-0.3345,2.219
"LRSAM1",-0.1735,0.2145,0.0475,0.23,-0.0045
"NUP107",-1.568,-0.92225,-0.5165,-1.01175,-1.16725
"ITGA4",-2.008875,-1.99275,-2.756625,-1.531875,-1.505125
"CXorf1",0.154166666666667,-0.168666666666667,0.454333333333333,0.194,0.527166666666667
"CXorf6",-2.79,-1.72425,-2.72975,-0.6315,-1.56325
"KRTAP2-4",0.0891666666666667,-0.01925,-0.0445,0.0820833333333333,0.324083333333333
"TMEM147",0.5735,0.47,0.311,0.1135,0.386
"ASGR1",-5.7035,-5.166,-6.00133333333333,-4.66933333333333,-4.35666666666667
"ASGR2",-4.275625,-4.24225,-4.78175,-3.998,-4.165875
"NY-REN-7",-0.54275,-0.41075,-0.50575,-0.396,-0.3175
"FOXL2",-3.291,-3.362,-3.78,-2.40425,-3.314
"ITGA6",0.75725,0.275,-0.8415,1.6325,1.1775
"TMEM141",0.5575,0.72625,1.32725,0.07575,0.5215
"TMEM140",0.675,1.6548,0.4671,0.3648,1.3107
"EXOD1",-1.0532,-1.3511,-0.0234,-0.438,-1.067
"TMEM149",1.0335,0.7015,-0.0945,0.2485,1.073
"TMEM148",0.084,0.01775,-0.31675,-0.10675,0.4415
"API5",-0.15575,-0.263,0.4105,0.1175,0.215
"COX19",-1.443,0.084625,0.202,-1.12525,-1.69525
"SUHW4",1.09175,0.978,0.98025,1.725,1.06625
"CDCP1",2.35216666666667,1.92033333333333,-1.29016666666667,1.51766666666667,1.74083333333333
"LRFN4",0.00525,-1.68325,-1.45975,-1.4945,0.40575
"tcag7.1314",1.71875,-0.58025,1.722,1.312,0.28875
"UBE2NL",-0.6,0.1175,-0.11875,-0.00275,-0.3015
"FANCI",-0.87275,-2.999875,-2.636875,-2.869,-1.883125
"KIAA1199",-2.9893,-2.6058,-2.8848,-4.5299,0.1415
"SPAR",-0.183166666666667,0.2445,0.387833333333333,0.275,0.641666666666667
"FAM32A",0.4155,0.08775,0.19,-0.05625,-0.439
"LOC196913",0.136,0.1135,-0.172,-0.0585,-0.512
"METTL1",-0.317875,-0.203125,0.079375,0.01875,0.020625
"ALOX12P2",1.9375,-1.784,-0.303,-1.232,-1.9015
"FER1L3",1.36416666666667,0.299,0.911583333333333,1.28833333333333,0.158666666666667
"CA5A",-3.66725,-4.46125,-4.531,-4.15275,-4.09425
"VWA1",1.51975,2.1885,1.277,1.61975,2.5985
"C19orf22",-0.64825,0.4715,-0.61075,0.50925,0.54825
"C19orf23",0.3015,0.109,0.559,0.1045,2.025
"ZMAT3",-0.68625,0.72875,-0.44525,0.575,-0.1195
"C19orf21",-0.1865,1.38166666666667,0.873833333333333,-0.646333333333333,-0.978833333333333
"ZMAT5",0.07,0.321,0.10925,0.05825,0.0945
"ZMAT4",-4.12425,-1.4435,-4.70225,-1.42,-3.7885
"C19orf24",0.81375,-0.344,-0.1625,-0.299,0.236
"C19orf25",0.8281,0.4957,0.604,-0.3414,-0.000900000000000026
"MYBL1",-3.03,-1.94208333333333,1.15866666666667,-2.06375,-1.25091666666667
"SMOC2",5.1065,5.54466666666667,3.63366666666667,4.58266666666667,3.79966666666667
"C19orf28",-1.110875,-1.799625,-1.900375,-1.58625,-0.24
"MYBL2",-1.973125,-2.5575,-2.74925,-2.857,-0.75675
"ITGB1BP1",-1.39933333333333,-1.00966666666667,-2.476,-2.186,-0.688166666666667
"ITGB1BP3",-1.56075,-1.50825,-2.0675,-1.789,-2.02675
"ITGB1BP2",-0.944,-2.149,-2.23,-2.2275,-1.056
"ZNF7",-0.29675,0.08075,1.278,-0.24025,-0.51725
"ZNF2",0.482,1.16775,0.4325,0.42875,0.08225
"ZNF3",-0.14775,-0.23575,0.171,-0.591,-0.44625
"TIPIN",-1.0685,-3.158,-1.71275,-1.89725,-1.0055
"M6PRBP1",-0.236,0.49525,-0.95975,-0.5235,0.1575
"ZNF8",0.503166666666667,-0.736833333333333,0.354,-0.170666666666667,0.0841666666666667
"C11orf17",-0.08475,-0.526,-0.14675,-0.29275,-0.614375
"C11orf16",1.03183333333333,0.997333333333334,0.1225,0.736166666666667,0.18925
"ATG5",-0.2985,0.67525,0.45175,0.730875,0.648875
"ZAP70",-3.3,-2.916,-3.521,-3.121,-2.51675
"C11orf10",0.32425,-0.34875,-1.29775,-0.59775,-0.11475
"OR4D11",-0.4365,0.637,-0.4985,0.682,1.028
"PWWP2",1.52075,1.442,0.929,0.672,1.00075
"COL7A1",-3.3223,-2.6061,-3.3915,-1.2348,-1.44
"HNRNPA0",-0.3978,-0.2314,-0.0585,-0.0285,-1.1779
"OGFR",0.5335,-0.1185,0.2545,-0.3075,0.1205
"EPM2AIP1",0.670666666666667,-0.113333333333333,-0.0268333333333333,0.4265,-1.24016666666667
"CDC5L",-0.82175,-0.4585,-0.3415,-0.2225,-0.0285
"RAC2",-1.5334,-0.8905,-2.2853,-0.9583,-0.9882
"RAC3",0.295,-1.065,-0.928,-0.846,-0.09
"RAC1",0.292875,0.880125,0.039,0.281125,0.448375
"SBDS",0.0546,0.1061,-0.0186,0.1688,0.2108
"MGC35440",-0.1065,0.14225,0.45375,-0.34675,-1.08775
"VCL",-0.622285714285714,-0.00721428571428571,-1.62457142857143,0.313285714285714,0.442357142857143
"MRPS18A",0.0438,0.2013,-0.0576,-0.0787,0.5934
"VCP",-0.1036875,0.1943125,0.03975,-0.095375,0.0735625
"CPLX3",-0.2515,-0.023,-0.595,-0.53075,2.3585
"ORC3L",-0.05025,-0.1355,-0.108,-0.17275,-0.2205
"CPLX1",1.2335,0.515625,1.1015,0.5625,0.415625
"AP2A1",-0.4375,-0.4435,0.133333333333333,-0.1805,-0.084
"CPLX4",0.797,0.3175,0.6685,-0.774,NA
"AP2A2",0.4025,0.505625,0.8555,0.45675,0.121375
"C15orf17",0.09,-0.24475,0.18725,0.03025,-0.811
"PBX4",-2.302,-2.7155,-4.106,-1.8125,-1.07
"FIGNL1",-0.417833333333333,-0.673,-0.5915,-0.292833333333333,-0.120666666666667
"PBX2",-1.0295,0.48525,0.0195,1.87075,-0.65675
"PBX3",-0.68,-0.38425,-0.692625,-0.001375,-0.122625
"PBX1",2.5323,2.5117,1.945,1.1695,2.6821
"TUBB2C",0.00975,-0.22525,-0.785,-0.41925,-0.47725
"HIST1H4C",0.322666666666667,-1.942,-2.16366666666667,-2.94883333333333,-1.222
"FLJ39653",-1.68416666666667,-0.932833333333333,-0.3855,-1.32333333333333,-2.46783333333333
"NAT9",-0.68725,-1.4625,0.397,-0.5735,-0.71875
"NSUN3",0.412,0.1935,0.19475,-0.00225,0.27575
"NSUN2",-1.2975,-0.411,0.09325,-0.6755,0.01475
"NSUN5",-0.3935,-0.48725,-0.0925,-1.08925,-0.389
"NSUN4",0.10375,-0.0855,-0.06175,-0.3185,-0.0265
"NSUN7",1.6392,1.0603,1.7485,0.9103,0.3996
"NSUN6",-0.4275,1.31825,-0.384,1.09125,-1.07625
"TUBG1",-0.194,-1.8335,-0.2565,-1.613,-1.13325
"TUBG2",0.0015,-1.536,-0.0195,-1.187,-1.0065
"DBT",-0.0679375,0.4529375,0.84575,0.4178125,0.2430625
"PRAMEF1",-0.401,0.272,0.051,-0.001,0.485
"PRAMEF2",-1.08925,-1.3425,-1.07675,-0.6915,-2.30833333333333
"MARK3",-0.09775,-0.25825,-0.27825,-0.53825,-0.713
"TARS",-1.72825,-0.62425,-0.925,-1.102,0.36075
"PTCH1",-2.42525,-0.9235,-1.0715,-0.426375,-1.593875
"PRAMEF8",-3.40425,-3.3365,-3.671,-2.88525,-3.26075
"TIMM44",-0.68,-0.72875,-0.86075,-1.1695,-0.48
"TUFM",0.469166666666667,-0.177166666666667,0.2205,-0.693,0.0123333333333333
"ACRV1",-0.5705,-0.4285,-0.1825,-0.121333333333333,-0.570166666666667
"CADM1",-0.931,-2.4465,-1.4076,0.4095,-2.1714
"FAM108B1",-1.04575,0.042,-0.61,0.3625,-0.43475
"RAD9B",0.6815,0.775,-0.143,1.10725,-1.008
"RAD9A",1.2505,-0.2615,-0.095625,-0.5725,-0.643375
"ERGIC2",-0.2085,0.2115,0.445,0.791333333333333,-0.129833333333333
"ERGIC3",0.1485,0.166666666666667,0.4615,0.3765,0.291833333333333
"CDR2L",0.5015,-0.3395,-0.366,-0.127,2.0925
"ERGIC1",0.37762962962963,0.512814814814815,1.44792592592593,0.951074074074074,0.532962962962963
"DKFZp434B1231",-0.55775,1.193,-0.53125,0.0605,0.208
"S100PBP",-1.26383333333333,-0.953333333333333,-0.499083333333333,-0.962583333333333,-0.796666666666667
"B3GAT3",0.2115,-0.345666666666667,-0.244166666666667,-0.433,0.1565
"MGC13053",-0.723,-0.862,-0.76025,-0.77225,-1.19625
"B3GAT1",-4.25675,-3.3,-4.46475,0.047,-2.56
"MGC13057",-2.225625,-1.1555,-1.981125,1.0325,-0.79125
"PLN",1.23366666666667,3.54533333333333,2.383,1.584,3.69316666666667
"KIAA1856",1.19533333333333,0.757666666666667,1.4465,-0.079,0.53075
"UXT",-0.248833333333333,-0.417,-0.0713333333333333,0.0645,-0.217
"CALM2",1.17533333333333,1.09,0.493833333333333,0.886166666666667,0.9005
"CALM3",0.79075,0.00458333333333335,0.425,-0.400583333333333,0.154833333333333
"TTC30B",1.898,1.413,1.8035,1.3945,0.5275
"SPG20",0.346583333333333,1.34166666666667,0.55525,1.14666666666667,-0.568083333333333
"PDC",-0.123,-0.0395,-0.308,0.1665,-1.3765
"UPK1A",-1.0585,-0.784333333333333,-1.05516666666667,-0.450333333333333,-0.740333333333333
"UPK1B",-0.470333333333333,-0.211833333333333,-0.925333333333333,0.187333333333333,-0.5938
"DLGAP2",0.009125,0.0265,-0.127,0.356375,1.05916666666667
"DLGAP3",1.987,0.516,0.438,-1.303,0.0145
"DLGAP1",-1.249,-0.157,3.33875,1.92625,-0.590333333333333
"DLGAP4",-0.071,0.123333333333333,0.0968333333333333,0.309833333333333,0.183666666666667
"BRDT",0.392333333333333,3.53133333333333,2.048,0.8965,0.208
"MBNL1",-0.19425,0.134083333333333,-0.892416666666667,0.21725,-0.116
"MBNL2",0.058,0.50275,-2.80525,0.96375,0.444625
"MBNL3",-2.96783333333333,-1.39466666666667,-2.108,-1.34533333333333,-2.27416666666667
"PLK3",0.0405,0.467,-0.39275,0.95925,1.60625
"A1BG",0.430333333333333,0.265333333333333,0.396833333333333,-0.3395,-0.5775
"TTC8",0.641666666666667,0.0353333333333333,0.765166666666667,0.534,-0.775166666666667
"PLK2",1.0915,1.04066666666667,-0.946166666666667,2.0315,-0.149666666666667
"OIP5",-1.028,-2.91925,-2.979,-3.42175,-1.2185
"CLCN3",0.4615,0.9375,1.76366666666667,1.1325,-0.0486666666666667
"CLCN2",1.01125,-0.35475,-0.61175,-1.07825,0.38275
"CLCN1",0.486,-0.028,0.3715,0.4245,0.4715
"FBXL16",1.9425,1.51125,-0.30025,0.4605,-0.4405
"CLCN7",1.0015,-0.573,0.996,-0.35075,0.00375
"CLCN6",-0.8505,-0.4875,-0.31625,-0.4075,-0.63925
"CLCN5",-0.14625,0.31525,0.101,-0.631,1.07825
"CLCN4",-1.12916666666667,0.664166666666667,-1.385,0.604333333333333,-0.401
"BRD8",0.0341666666666667,-0.146,0.665833333333333,-0.229166666666667,-1.26866666666667
"BRD9",-0.6105,-0.809,-0.2785,-0.876,-0.6825
"BRD4",0.107,0.31975,0.23625,0.12225,0.0755
"GSDM1",0.54675,-0.1365,0.17425,0.3035,0.2965
"BRD7",-0.658,-0.32375,-0.6725,-0.0615,0.18375
"BRD1",-0.88675,0.351,0.06425,0.81475,0.52425
"BRD2",-0.272625,0.07825,0.89825,-0.334125,-0.23625
"BRD3",0.186666666666667,-0.3485,0.0085,-0.715666666666667,-0.964
"DNAJA2",-0.658666666666667,-0.374166666666667,-0.7635,0.0656666666666667,0.334
"DNAJA3",0.190333333333333,-0.610333333333333,0.7335,-0.857666666666666,-0.191666666666667
"PTPN18",1.54225,1.01975,0.798375,0.724875,0.67425
"DNAJA4",2.235625,0.6535,3.074375,1.736,2.097125
"DNAJA5",0.693357142857143,0.875642857142857,0.468714285714286,0.509214285714286,1.40814285714286
"PTPN13",0.05025,0.89375,2.25925,0.862,-0.3635
"PTPN12",0.019,-0.23475,0.83325,0.14075,0.66775
"PTPN11",-0.239428571428571,-0.789571428571428,0.913,0.0574285714285714,0.499928571428571
"FLJ20294",-0.153,0.242666666666667,1.00583333333333,-0.2555,-0.100833333333333
"NKX2-8",0.884625,0.594625,0.330571428571429,-0.096,1.111375
"MYCBP",0.543833333333333,0.954166666666667,-0.0155,0.8535,-0.0158333333333333
"PTPN14",-1.345,-0.4297,-1.8467,-0.4128,0.2022
"GALR3",1.82875,0.375,0.7205,-0.568,0.81125
"GALR2",0.3605,-0.459,-0.0385,-0.288,-0.2765
"GALR1",-0.629,-1.462,-1.082,-0.642,-0.994
"SETD1B",0.3015,0.45475,1.161,-0.033,0.067
"LYAR",-2.32166666666667,-1.45733333333333,-1.17616666666667,-1.17816666666667,-0.803833333333333
"C8orf30A",-0.545,-0.698,0.7825,-0.5035,0.00600000000000001
"CH25H",0.5765,1.6265,-0.886,2.297,0.57275
"C16orf74",1.289,0.59,-0.55875,0.13275,0.13475
"MRPL24",0.97475,0.5135,0.92325,-0.00775,1.04975
"MRPL27",0.233,-0.8455,0.17,1.32825,-0.56425
"C16orf77",0.9115,2.4085,-0.420666666666667,3.165,1.84566666666667
"C16orf70",-0.16175,-0.5895,-0.02825,-0.415,0.1625
"MRPL20",0.79625,-0.37125,0.585,0.33125,0.3885
"MRPL23",0.3475,-0.086,0.55475,-0.06675,-0.565
"LOC339229",0.2025,-0.68325,1.0005,-0.59475,0.1605
"LYRM4",-0.6506,-0.2586,-1.2259,-0.1537,-0.60565
"GAB2",0.493875,-0.074125,-0.52475,0.35,-0.016625
"C16orf79",-0.3545,-1.757,-0.7385,-1.6015,-1.756
"DMN",-0.982166666666667,0.517666666666667,-0.28,3.647,-0.3728
"TFIP11",-0.29,0.8955,0.850666666666667,0.0493333333333333,0.341666666666667
"HABP4",-1.951,-0.029,-0.935,-0.6445,-1.01
"DMRTB1",-0.38,-0.187428571428571,-0.242714285714286,-0.278125,-0.53575
"NPTX2",-4.74025,-2.4325,-3.862,-3.898,3.22725
"NPTX1",-5.588875,-5.00825,4.41525,-2.5215,-5.249625
"ZSCAN5",-0.77075,-0.2,-1.2035,-0.20775,0.07225
"NDRG1",-2.18069230769231,-1.16353846153846,0.974692307692308,-1.50584615384615,-0.138307692307692
"NDRG2",0.8565,2.097,0.910833333333333,3.003,-0.735333333333333
"NDRG3",0.183833333333333,0.8685,0.356,0.0555,0.267666666666667
"ZSCAN1",-0.03125,0.8465,1.719,0.213,0.69525
"ZSCAN2",0.07975,-1.229125,0.073,-0.48625,0.410625
"PRAP1",-1.58775,-1.51375,-2.0535,-1.4175,-1.285
"CHD1L",-0.911,-0.982125,-2.435125,-1.0015,-0.14525
"UBR2",-0.1587,-0.1547,0.0391,0.1018,0.4524
"HOXA6",-0.366,0.3685,0.0735,-0.1555,0.2725
"PSMA7",0.235,-0.4325,0.10825,-0.415875,0.155625
"HOXA5",-2.017,1.05266666666667,-2.78016666666667,2.008,1.995
"DNAJB13",-0.606166666666667,-0.4285,-0.128,0.0285,-0.467166666666667
"RAPH1",1.157625,0.18525,0.83575,0.998625,1.203375
"DNAJB11",-0.29825,-0.578,0.00400000000000001,-0.338875,0.468625
"RNF133",0.00175000000000002,0.2285,1.08,0.3275,0.1205
"HLA-DQB1",3.7315,3.812875,1.9985,2.399625,3.545
"MSMB",2.002625,-1.639,-2.2955,2.28075,-2.46
"DNAJB14",0.2175,-0.0176666666666667,0.737166666666667,0.317333333333333,-0.441833333333333
"RNF138",-1.160875,-0.527375,-1.569,0.014375,-0.110375
"RNF139",0.62575,0.48525,1.6495,0.53975,3.337
"ENOSF1",0.536333333333333,-0.374666666666667,0.779,-0.251,-0.2115
"HOXA2",-0.86775,1.3305,-1.06375,1.8735,1.91875
"CISD2",-0.7385,-1.08983333333333,0.502833333333333,-0.2775,-0.397833333333333
"CISD1",-0.840666666666667,-1.83333333333333,-0.980666666666667,-0.7415,-0.699
"CLNS1A",1.279,-0.71375,-1.41275,-0.57075,-0.34475
"HOXA1",-1.542,-0.4665,-0.968,-0.2465,0.0055
"FLJ44635",0.0145,0.7075,-0.3785,1.4765,0.1855
"TSHZ2",1.5045,4.07925,-0.644,4.08725,2.541
"TSHZ3",0.51725,2.13625,-0.4785,2.756,2.71075
"TSHZ1",0.600666666666667,1.39716666666667,0.583666666666667,1.0335,-0.606166666666667
"TRMT12",0.10725,0,1.532,0.491,2.93425
"UGT2B7",-1.932,-3.045,-4.63616666666667,0.121,-2.30533333333333
"THSD3",-3.466,-2.70675,-3.2265,-2.71125,-2.80775
"ZNF581",-0.229666666666667,0.214333333333333,-0.796833333333333,-0.491666666666667,-0.839333333333333
"ZNF580",1.025,-0.20025,-0.1395,0.3625,-0.9075
"ZNF583",0.627,0.80825,-0.15025,0.82175,0.266
"ZNF582",1.9215,1.0185,1.4415,1.576,-0.0485
"TIPARP",-0.50325,0.41425,-1.743,0.5005,0.21925
"ZNF584",0.169,0.1885,-0.735,-0.4455,-0.691
"ZNF587",0.4838,-0.1722,0.4788,-1.02,-0.603
"HAPLN4",-0.4641,-0.3811,-0.6203,0.4919,-0.1981
"ZNF589",-0.3145,0.03125,-0.3895,-0.76225,-1.0305
"BCL9L",-0.4555,-0.3025,-0.6085,-0.007,0.096
"CHST9",-3.0085,0.023,-1.85166666666667,2.62783333333333,0.609
"FLJ36208",2.609,2.2595,2.21,0.525,-0.8475
"MAP3K5",-0.2715,0.911,0.35,1.56325,1.24275
"MGC33556",-2.3845,-2.888,-2.7985,-3.047,-3.299
"HEATR3",-1.27925,-2.128,-1.819875,-1.207875,0.515
"PSD",-0.0153333333333333,0.212166666666667,-0.483333333333333,0.0428333333333333,0.25
"CAMKK2",0.672583333333333,0.931916666666667,1.13933333333333,0.545333333333333,0.517
"CAMKK1",0.5166,-0.3329,-1.2937,-0.5799,0.8759
"NPTXR",-1.03625,1.733,-1.51375,0.625,-0.1425
"OR8U1",0.9535,0.462166666666667,0.501,0.440166666666667,0.323
"LOC441046",1.0795,-0.1065,-0.206,0.7255,-0.1915
"MORG1",0.497,-0.156,-0.1425,-0.4075,-1.30125
"PHYH",0.815875,0.6055,0.501375,-0.161,0.1955
"MYO1H",0.239833333333333,0.403,0.326333333333333,1.5955,0.0736
"MYO1G",-1.37725,-1.16,-1.791,-2.272,-1.258625
"MYO1F",1.070375,0.361,-0.185625,-0.0275,0.703375
"MYO1E",-1.8771,-0.2029,-1.6808,-0.257,0.3812
"MYO1D",0.18675,0.295625,-0.014,0.4685,2.95825
"MYO1C",0.0395,-0.5535,-0.599125,-0.61925,-0.5375
"MYO1B",-1.79966666666667,-0.190833333333333,1.53125,0.35575,1.662
"SIRPB2",0.5525,0.7165,0.536,0.0805,-0.3695
"CHST1",2.89683333333333,1.8935,1.428,1.2085,2.76933333333333
"LCN6",0.27775,2.7335,0.803,1.201,1.37125
"HNT",1.6296,1.4445,-0.3808,1.0556,3.5699
"RPL36AL",0.3635,-0.0805,-0.162833333333333,0.261666666666667,-0.3875
"KIAA0391",0.219166666666667,0.416833333333333,-0.0243333333333333,-0.00433333333333334,-0.2585
"CHMP7",-0.520125,0.50275,-1.13425,-0.212125,-0.536125
"CHMP6",0.645,-0.0848333333333333,1.10683333333333,-0.000499999999999991,0.3045
"BCR",-0.183388888888889,0.863166666666667,1.09094444444444,0.386555555555556,1.37766666666667
"PGBD4",-0.109125,-0.66625,-0.129625,0.01675,-1.279125
"PGBD5",-2.54833333333333,-0.931,-2.05466666666667,-0.906833333333333,0.349333333333333
"PGBD2",-0.05,0.23,0.4745,0.59875,0.383
"PGBD3",1.093,0.40125,-0.868,0.37525,-0.6315
"NDC80",-1.71792307692308,-1.83161538461538,-2.69092307692308,-2.85992307692308,-1.17861538461538
"OR52N1",-0.2945,0.4605,-0.1245,-0.429,1.311
"SULT6B1",0.058,-0.088,0.1935,-0.0445,0.711
"LY6G6C",-0.0965,0.69575,3.471,-0.0955,-0.65675
"HOXA13",-3.72525,-3.21025,-3.807,-1.945,-1.69475
"LY6G6E",0.2525,0.613,-0.801,0.4515,0.394
"HOXA11",-2.48725,-1.65825,-2.09933333333333,-1.216,1.37025
"HOXA10",-2.47666666666667,-0.2785,-2.89383333333333,-0.191166666666667,2.54133333333333
"LOC283871",0.781333333333333,-0.683666666666667,0.283333333333333,-0.6875,0.118666666666667
"BPI",-0.360083333333333,0.664333333333333,-0.248,1.37741666666667,-0.389166666666667
"KRTAP19-1",-0.2502,-0.2939,-0.6929,-0.0433,-0.0654
"AFM",-0.312333333333333,-0.1805,-0.512166666666667,-0.1965,0.813333333333333
"CEP57",-0.415875,-1.26825,-1.96175,-0.572625,-0.041375
"PERLD1",1.5935,1.75825,2.77025,2.523,4.19875
"HIST2H2AA3",0.41275,-0.8125,0.43275,-0.32175,0.304
"TSSK6",0.3645,-0.04975,0.013,-0.19125,-0.0255
"GALNTL4",3.48725,1.77,1.48,1.48875,2.32825
"TSSK4",-0.154,0.196,0.0695,0.051,-0.2775
"C14orf93",-0.0185,0.666,-0.2895,-0.00275,-0.786
"SRF",-0.813166666666667,0.202,-0.169666666666667,1.11258333333333,0.9765
"TSSK3",-0.9535,-0.412833333333333,-0.501666666666667,-0.108,-0.546833333333333
"ZNF323",0.9439,1.7043,1.2268,1.8816,0.9922
"GALNTL2",0.395666666666667,2.13183333333333,0.3515,1.43383333333333,0.9056
"GGTL3",-0.729083333333333,-2.28158333333333,0.1865,-1.79858333333333,-2.39216666666667
"SRI",0.483333333333333,0.842333333333333,1.98275,0.852083333333333,0.97225
"ZNF329",0.1315,-0.08525,0.86275,-0.138375,-0.083125
"SRM",-1.32275,-1.3985,-1.6975,-1.0435,-0.63225
"SRR",0.767,-0.4805,0.4415,0.768,0.5925
"ADCY8",-3.17416666666667,-2.77683333333333,-3.81333333333333,-2.40683333333333,-3.58033333333333
"LGALS9",2.5325,1.975375,0.852125,1.598125,2.449875
"KCNH6",0.8495,-1.1804,0.4652,-0.8598,-1.3012
"LGALS3",-0.483,-0.23,-3.9325,0.738166666666667,0.322
"LGALS2",-3.154,-0.576,-2.57675,0.30175,0.49675
"LGALS1",-0.8245,-0.740125,-1.54775,-0.646,0.099
"SRY",0.172,-0.028,-0.1895,-0.9705,0.8645
"LGALS7",-1.514,2.88125,0.828,3.70025,3.312
"LGALS4",-0.172833333333333,-0.105333333333333,0.523166666666667,-0.0465,-0.431833333333333
"TDH",-2.51975,-1.99875,-1.001,-1.18325,-2.195
"UQCRFS1",0.70475,-0.5455,-0.35525,-0.341,-0.08275
"TUSC3",-0.7745,-1.76864285714286,-0.941428571428572,0.562142857142857,-1.88264285714286
